TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountAmount,State
496,5/4/2025,1027,2012,402,1,1121.74,10,TX
497,5/4/2025,1049,2079,403,2,3802.16,60,MO
498,5/4/2025,1068,2050,401,2,0,50,MN
499,5/4/2025,1103,2058,402,1,600.08,25,IA
500,5/4/2025,1076,2087,401,0,159.32,1,TX
501,5/4/2025,1023,2051,404,3,351.96,20,MO
502,5/4/2025,1141,2060,401,0,408.38,17,MN
503,5/4/2025,1179,2021,401,3,835.41,25,IA
504,5/4/2025,1111,2082,403,0,0,10,TX
505,5/4/2025,1135,2005,402,1,1157.71,5,MO
506,5/4/2025,1177,2072,404,2,1008.72,20,MN
507,5/4/2025,1011,2009,403,0,0,5,IA
508,5/4/2025,1045,2040,401,1,31.09,10,TX
509,5/4/2025,1150,2018,404,0,1084.52,60,MO
510,5/4/2025,1076,2020,402,3,2254.98,50,MN
511,5/4/2025,1173,2069,403,3,232.39,25,IA
512,5/4/2025,1193,2094,402,0,1480.05,1,TX
513,5/4/2025,1128,2095,403,0,0,20,MO
514,5/4/2025,1025,2055,402,0,107.88,17,MN
515,5/4/2025,1087,2077,404,2,449.46,25,IA
516,5/4/2025,1007,2081,403,3,746.22,10,TX
517,5/4/2025,1125,2029,403,3,40.53,5,MO
518,5/4/2025,1110,2023,404,0,1879.08,20,MN
519,5/4/2025,1197,2079,403,1,855.49,5,IA
520,5/4/2025,1182,2009,401,2,53.05,10,TX
521,5/4/2025,1039,2048,402,3,357.63,60,MO
522,5/4/2025,1081,2046,401,0,33.43,50,MN
523,5/4/2025,1001,2039,404,2,2343.46,25,IA
524,5/4/2025,1194,2034,401,1,245.11,1,TX
525,5/4/2025,1022,2023,404,3,5637.24,20,MO
526,5/4/2025,1142,2071,404,0,615.16,17,MN
527,5/4/2025,1006,2011,403,0,1229.22,25,IA
528,5/4/2025,1152,2076,403,3,2418.21,10,TX
529,5/4/2025,1003,2037,404,3,1440.56,5,MO
530,5/4/2025,1199,2010,402,1,210.17,20,MN
531,5/4/2025,1175,2048,402,1,965.6,5,IA
532,5/4/2025,1068,2038,403,3,0,10,TX
533,5/4/2025,1037,2008,402,3,266.36,60,MO
534,5/4/2025,1070,2053,403,3,1830.45,50,MN
535,5/4/2025,1005,2009,403,2,53.05,25,IA
536,5/4/2025,1063,2092,404,1,867.98,1,TX
537,5/4/2025,1117,2013,402,2,2244.86,0,MO
538,5/4/2025,1001,2050,403,3,0,20,MN
539,5/4/2025,1084,2056,403,3,1574.16,17,IA
540,5/4/2025,1166,2076,402,2,0,25,TX
541,5/4/2025,1082,2077,402,3,0,10,MO
542,5/4/2025,1080,2022,404,2,1073.89,5,MN
543,5/4/2025,1074,2094,404,1,444.02,20,IA
544,5/4/2025,1083,2048,403,3,0,5,TX
545,5/4/2025,1093,2014,402,1,221.67,10,MO
546,5/4/2025,1174,2098,401,3,2723.58,60,MN
547,5/4/2025,1181,2026,404,2,507.74,50,IA
548,5/4/2025,1177,2008,404,3,332.95,25,TX
549,5/4/2025,1035,2081,403,1,1343.2,1,MO
550,5/4/2025,1064,2084,402,3,845.55,20,MN
551,5/4/2025,1096,2009,404,3,198.93,17,IA
552,5/4/2025,1149,2051,404,0,0,25,TX
553,5/4/2025,1092,2089,401,0,827.04,10,MO
554,5/4/2025,1196,2031,403,1,1526.31,5,MO
555,5/4/2025,1165,2078,401,3,142.01,20,MN
556,5/4/2025,1192,2042,404,0,1005.66,5,IA
557,5/4/2025,1002,2012,403,1,560.87,10,TX
558,5/4/2025,1130,2095,402,3,1963.16,60,MO
559,5/4/2025,1095,2050,404,1,168.1,50,MN
560,5/4/2025,1088,2003,404,0,385.18,25,IA
561,5/4/2025,1075,2053,401,0,1830.45,1,TX
562,5/4/2025,1186,2018,403,2,1301.42,20,MO
563,5/4/2025,1087,2058,402,3,2667,17,MN
564,5/4/2025,1089,2060,401,3,408.38,25,IA
565,5/4/2025,1184,2089,404,2,1984.9,10,TX
566,5/4/2025,1017,2038,401,0,0,5,MO
567,5/4/2025,1005,2043,401,1,786.1,20,MN
568,5/4/2025,1189,2031,402,1,2035.08,5,IA
569,5/4/2025,1084,2071,404,3,0,10,TX
570,5/4/2025,1059,2051,402,1,527.94,60,MO
571,5/4/2025,1163,2084,404,3,845.55,50,MN
572,5/4/2025,1007,2094,402,3,493.35,25,IA
573,5/4/2025,1151,2054,404,0,0,1,TX
574,5/4/2025,1180,2027,402,2,0,20,MO
575,5/4/2025,1192,2090,401,0,286.56,17,MN
576,5/4/2025,1137,2023,403,2,1503.26,25,IA
577,5/4/2025,1050,2058,401,2,1066.8,10,TX
578,5/4/2025,1171,2062,403,3,619.36,5,MO
579,5/4/2025,1156,2050,401,2,0,20,MN
580,5/4/2025,1090,2058,402,2,1066.8,5,IA
581,5/4/2025,1157,2075,401,1,702.58,10,TX
582,5/4/2025,1080,2015,402,2,1619.93,60,MO
583,5/4/2025,1029,2023,403,1,0,50,MN
584,5/4/2025,1130,2049,404,1,845.86,25,IA
585,5/4/2025,1147,2049,404,1,845.86,1,TX
586,5/4/2025,1124,2081,402,1,2686.39,20,MO
587,5/4/2025,1125,2036,402,1,588.55,17,MN
588,5/4/2025,1080,2057,401,2,699.17,25,IA
589,5/4/2025,1002,2062,402,1,1114.85,10,TX
590,5/4/2025,1098,2071,404,3,1845.48,5,MO
591,5/4/2025,1175,2062,404,3,1858.08,20,MN
592,5/4/2025,1125,2021,401,0,1670.82,5,IA
593,5/4/2025,1194,2028,403,0,637.94,10,TX
594,5/4/2025,1070,2028,403,1,0,60,MO
595,5/4/2025,1199,2058,404,0,2667,50,MN
596,5/4/2025,1146,2014,403,2,0,25,IA
597,5/4/2025,1138,2096,401,3,2688.72,1,TX
598,5/4/2025,1139,2027,404,0,258.61,0,MO
599,5/4/2025,1188,2083,402,2,1229.06,20,MN
600,5/4/2025,1008,2057,403,2,699.17,17,IA
601,5/4/2025,1022,2056,401,1,2361.24,25,TX
602,5/4/2025,1053,2094,403,3,493.35,10,MO
603,5/4/2025,1042,2078,402,1,127.81,5,MN
604,5/4/2025,1052,2007,403,2,2333.56,20,IA
605,5/4/2025,1152,2068,402,2,656.19,5,TX
606,5/4/2025,1180,2037,403,2,288.11,10,MO
607,5/4/2025,1131,2086,401,1,2414.07,60,MN
608,5/4/2025,1192,2052,401,2,0,50,IA
609,5/4/2025,1167,2016,402,1,290.72,25,TX
610,5/4/2025,1037,2091,403,1,0,1,MO
611,5/4/2025,1194,2086,404,3,0,20,MN
612,5/4/2025,1036,2073,403,3,1997.72,17,IA
613,5/4/2025,1096,2057,401,0,1310.94,25,TX
614,5/4/2025,1103,2065,403,2,376.27,10,MO
615,5/4/2025,1116,2062,403,0,1238.72,5,MN
616,5/4/2025,1198,2093,401,3,0,20,IA
617,5/4/2025,1162,2085,403,0,0,5,TX
618,5/4/2025,1136,2050,402,3,933.9,10,MO
619,5/4/2025,1054,2063,403,2,441.97,60,MN
620,5/4/2025,1072,2043,402,3,4367.25,50,IA
621,5/4/2025,1087,2087,401,0,637.28,25,TX
622,5/4/2025,1025,2080,404,0,3329.04,1,MO
623,5/4/2025,1031,2020,404,3,1127.49,20,MN
624,5/4/2025,1000,2054,402,1,1620.92,17,IA
625,5/4/2025,1166,2038,402,2,2223.62,25,TX
626,5/4/2025,1023,2083,403,2,1229.06,10,MO
627,5/4/2025,1021,2047,402,0,1674.9,5,MN
628,5/4/2025,1101,2080,403,1,3745.17,20,IA
629,5/4/2025,1109,2083,401,0,768.16,5,TX
630,5/4/2025,1000,2027,404,0,517.22,10,MO
631,5/4/2025,1033,2075,402,3,780.64,60,MN
632,5/4/2025,1002,2001,403,0,824.7,50,IA
633,5/4/2025,1108,2088,402,3,3546.75,25,TX
634,5/4/2025,1018,2029,404,0,27.02,1,MO
635,5/4/2025,1187,2013,401,2,2993.15,20,MN
636,5/4/2025,1094,2038,402,3,926.51,17,IA
637,5/4/2025,1198,2096,402,1,1814.89,25,TX
638,5/4/2025,1017,2067,401,1,523.71,10,MO
639,5/4/2025,1112,2044,402,1,560.47,5,MN
640,5/4/2025,1105,2078,404,1,383.43,20,IA
641,5/4/2025,1022,2012,402,0,623.19,5,TX
642,5/4/2025,1150,2093,404,2,1814.26,10,MO
643,5/4/2025,1109,2040,402,1,31.09,60,MN
644,5/4/2025,1070,2082,401,1,719.82,50,IA
645,5/4/2025,1141,2076,403,0,3224.28,25,TX
646,5/4/2025,1168,2038,402,1,1667.72,1,MO
647,5/4/2025,1191,2050,403,0,560.34,20,MN
648,5/4/2025,1005,2030,404,3,679.88,17,IA
649,5/4/2025,1028,2030,404,0,509.91,25,TX
650,5/4/2025,1135,2001,403,2,989.64,10,MO
651,5/4/2025,1033,2049,404,2,751.87,5,MO
652,5/4/2025,1139,2087,402,3,0,20,MN
653,5/4/2025,1197,2009,401,0,265.24,5,IA
654,5/4/2025,1003,2033,402,0,836.25,10,TX
655,5/4/2025,1015,2050,403,3,560.34,60,MO
656,5/4/2025,1108,2089,404,0,413.52,50,MN
657,5/4/2025,1163,2068,402,2,3280.96,25,IA
658,5/4/2025,1021,2039,401,1,878.8,1,TX
659,5/4/2025,1039,2068,403,3,2460.72,0,MO
660,5/4/2025,1150,2081,401,2,1193.95,20,MN
661,5/4/2025,1178,2055,402,0,53.94,17,IA
662,5/4/2025,1062,2011,404,0,0,25,TX
663,5/4/2025,1116,2078,401,2,0,10,MO
664,5/4/2025,1170,2094,402,0,986.7,5,MN
665,5/4/2025,1003,2090,402,0,143.28,20,IA
666,5/4/2025,1041,2063,403,2,1325.9,5,TX
667,5/4/2025,1042,2047,402,2,803.95,10,MO
668,5/4/2025,1187,2015,401,2,0,60,MN
669,5/4/2025,1109,2034,401,2,326.81,50,IA
670,5/4/2025,1182,2073,401,3,499.43,25,TX
671,5/4/2025,1116,2065,403,0,470.34,1,MO
672,5/4/2025,1127,2072,402,2,1008.72,20,MN
673,5/4/2025,1040,2032,401,0,0,17,IA
674,5/4/2025,1058,2094,401,0,493.35,25,TX
675,5/4/2025,1003,2031,401,3,1695.9,10,MO
676,5/4/2025,1093,2049,402,1,1691.71,5,MN
677,5/4/2025,1009,2070,404,1,30.76,20,IA
678,5/4/2025,1082,2031,404,2,452.24,5,TX
679,5/4/2025,1069,2009,403,0,0,10,MO
680,5/4/2025,1128,2086,401,1,804.69,60,MN
681,5/4/2025,1057,2066,401,3,1548.18,50,IA
682,5/4/2025,1017,2059,403,2,409.64,25,TX
683,5/4/2025,1083,2011,404,0,1638.96,1,MO
684,5/4/2025,1094,2025,403,2,223.7,20,MN
685,5/4/2025,1189,2079,402,3,3802.16,17,IA
686,5/4/2025,1094,2075,404,1,702.58,25,TX
687,5/4/2025,1187,2069,402,1,627.45,10,MO
688,5/4/2025,1001,2052,401,1,0,5,MN
689,5/4/2025,1138,2044,401,2,166.06,20,IA
690,5/4/2025,1000,2097,404,2,1347.36,5,TX
691,5/4/2025,1026,2026,402,3,211.56,10,MO
692,5/4/2025,1125,2007,402,2,933.42,60,MN
693,5/4/2025,1023,2005,402,3,1286.34,50,IA
694,5/4/2025,1179,2047,404,0,669.96,25,TX
695,5/4/2025,1148,2012,402,3,3115.95,1,MO
696,5/4/2025,1019,2075,401,3,2341.92,20,MN
697,5/4/2025,1169,2016,402,2,775.25,17,IA
698,5/4/2025,1066,2040,404,2,55.26,25,TX
699,5/4/2025,1081,2057,403,1,393.28,10,MO
700,5/4/2025,1019,2025,402,0,559.24,5,MN
701,5/4/2025,1039,2013,402,3,4676.8,20,IA
702,5/4/2025,1119,2040,404,0,69.08,5,TX
703,5/4/2025,1137,2045,402,3,0,10,MO
704,5/4/2025,1078,2059,403,0,1536.15,60,MN
705,5/4/2025,1023,2020,403,0,0,50,IA
706,5/4/2025,1055,2041,402,0,4021.05,25,TX
707,5/4/2025,1182,2031,403,3,1695.9,1,MO
708,5/4/2025,1131,2006,403,2,475.2,20,MN
709,5/4/2025,1044,2003,404,3,1155.54,17,IA
710,5/4/2025,1142,2095,402,0,2453.95,25,TX
711,5/4/2025,1118,2013,402,0,1870.72,10,MO
712,5/4/2025,1003,2007,402,1,1050.1,5,MN
713,5/4/2025,1050,2051,403,0,117.32,20,IA
714,5/4/2025,1149,2075,403,0,780.64,5,TX
715,5/4/2025,1005,2008,402,3,466.13,10,MO
716,5/4/2025,1032,2011,403,0,409.74,60,MN
717,5/4/2025,1010,2059,401,1,921.69,50,IA
718,5/4/2025,1146,2055,404,3,0,25,TX
719,5/4/2025,1007,2048,404,1,1287.47,1,MO
720,5/4/2025,1090,2027,402,2,413.78,0,MN
721,5/4/2025,1071,2057,402,0,1310.94,20,IA
722,5/4/2025,1157,2079,402,2,2281.3,17,TX
723,5/4/2025,1127,2052,404,0,2193.78,25,MO
724,5/4/2025,1022,2035,404,1,1619.98,10,MN
725,5/4/2025,1107,2025,402,0,279.62,5,IA
726,5/4/2025,1097,2091,403,3,2717.37,20,TX
727,5/4/2025,1139,2062,403,2,1486.46,5,MO
728,5/4/2025,1099,2034,402,0,408.51,10,MN
729,5/4/2025,1081,2076,402,0,2418.21,60,IA
730,5/4/2025,1199,2035,401,3,2699.97,50,TX
731,5/4/2025,1135,2045,402,1,842.78,25,MO
732,5/4/2025,1025,2031,402,2,904.48,1,MN
733,5/4/2025,1136,2094,401,1,0,20,IA
734,5/4/2025,1147,2049,403,1,3383.42,17,TX
735,5/4/2025,1045,2030,403,2,407.93,25,MO
736,5/4/2025,1151,2003,403,1,693.32,10,MN
737,5/4/2025,1144,2024,404,2,298.25,5,IA
738,5/4/2025,1044,2062,401,0,1238.72,20,TX
739,5/4/2025,1014,2029,402,0,13.51,5,MO
740,5/4/2025,1134,2061,401,2,639.74,10,MN
741,5/4/2025,1157,2025,402,2,671.09,60,IA
742,5/4/2025,1183,2022,403,0,2684.72,50,TX
743,5/4/2025,1005,2018,402,0,542.26,25,MO
744,5/4/2025,1134,2046,401,2,53.49,1,MN
745,5/4/2025,1180,2084,404,0,281.85,20,IA
746,5/4/2025,1086,2038,403,1,1667.72,17,TX
747,5/4/2025,1040,2093,404,3,755.94,25,MO
748,5/4/2025,1166,2040,402,2,27.63,10,MN
749,5/4/2025,1057,2085,402,3,1452.9,5,IA
750,5/4/2025,1078,2093,403,1,0,20,TX
751,5/4/2025,1045,2093,401,3,2267.82,5,MO
752,5/4/2025,1197,2072,401,1,1513.08,10,MN
753,5/4/2025,1154,2040,402,0,69.08,60,IA
754,5/4/2025,1127,2018,403,0,0,50,TX
755,5/4/2025,1060,2044,403,1,934.11,25,MO
756,5/4/2025,1162,2011,403,3,1229.22,1,MN
757,5/4/2025,1002,2033,402,1,3010.5,20,IA
758,5/4/2025,1177,2008,403,2,159.82,17,TX
759,5/4/2025,1027,2092,401,0,482.21,25,MO
760,5/4/2025,1098,2056,404,1,944.5,10,MN
761,5/4/2025,1105,2063,404,2,2209.84,5,IA
762,5/4/2025,1139,2048,401,3,357.63,20,TX
763,5/4/2025,1147,2083,402,1,691.34,5,MO
764,5/4/2025,1115,2009,401,2,53.05,10,MN
765,5/4/2025,1005,2040,403,0,103.62,60,IA
766,5/4/2025,1018,2043,402,3,2620.35,50,TX
767,5/4/2025,1041,2093,401,0,755.94,25,MO
768,5/4/2025,1086,2076,404,0,0,1,MN
769,5/4/2025,1110,2083,402,3,768.16,20,IA
770,5/4/2025,1040,2006,401,2,0,17,TX
771,5/4/2025,1052,2024,404,2,298.25,25,MO
772,5/4/2025,1169,2036,403,1,392.36,10,MN
773,5/4/2025,1024,2006,404,3,0,5,IA
774,5/4/2025,1039,2006,403,0,198,20,TX
775,5/4/2025,1109,2011,403,3,1638.96,5,MO
776,5/4/2025,1051,2012,401,1,1121.74,10,MN
777,5/4/2025,1043,2081,403,0,746.22,60,IA
778,5/4/2025,1121,2014,403,3,985.2,50,TX
779,5/4/2025,1120,2062,403,0,2477.44,25,MO
780,5/4/2025,1164,2069,404,1,0,1,MN
781,5/4/2025,1094,2048,403,1,321.87,0,IA
782,5/4/2025,1114,2005,403,3,428.78,20,TX
783,5/4/2025,1119,2033,402,2,1338,17,MO
784,5/4/2025,1144,2007,402,0,1166.78,25,MN
785,5/4/2025,1021,2085,403,3,0,10,IA
786,5/4/2025,1193,2075,402,0,1561.28,5,TX
787,5/4/2025,1099,2066,404,3,0,20,MO
788,5/4/2025,1146,2030,404,2,543.9,5,MN
789,5/4/2025,1020,2050,401,1,168.1,10,IA
790,5/4/2025,1030,2096,404,1,3024.81,60,TX
791,5/4/2025,1042,2027,402,1,232.75,50,MO
792,5/4/2025,1010,2054,401,3,900.51,25,MN
793,5/4/2025,1051,2080,402,2,0,1,IA
794,5/4/2025,1081,2093,401,0,755.94,20,TX
795,5/4/2025,1099,2071,404,2,984.26,17,MO
796,5/4/2025,1070,2066,404,0,0,25,MN
797,5/4/2025,1179,2079,404,0,2851.62,10,IA
798,5/4/2025,1106,2019,402,0,3735.72,5,TX
799,5/4/2025,1027,2072,401,2,672.48,20,MO
800,5/4/2025,1137,2044,404,2,830.32,5,MN
801,5/4/2025,1098,2083,404,3,2304.48,10,IA
802,5/4/2025,1009,2022,403,3,2684.72,60,TX
803,5/4/2025,1036,2079,404,0,950.54,50,MO
804,5/4/2025,1101,2042,402,0,335.22,25,MN
805,5/4/2025,1190,2060,403,2,0,1,IA
806,5/4/2025,1005,2043,403,2,2096.28,20,TX
807,5/4/2025,1071,2062,401,1,557.42,17,MO
808,5/4/2025,1034,2038,404,2,2223.62,25,MN
809,5/4/2025,1068,2093,404,0,2267.82,10,IA
810,5/4/2025,1048,2056,402,3,524.72,5,TX
811,5/4/2025,1189,2062,403,0,1858.08,20,MO
812,5/4/2025,1131,2020,401,2,0,5,MN
813,5/4/2025,1181,2064,404,1,264.64,10,IA
814,5/4/2025,1199,2067,401,1,0,60,TX
815,5/4/2025,1049,2025,401,1,503.32,50,MO
816,5/4/2025,1008,2058,401,2,533.4,25,MN
817,5/4/2025,1180,2025,403,2,894.78,1,IA
818,5/4/2025,1118,2064,404,0,882.12,20,TX
819,5/4/2025,1174,2003,402,2,308.14,17,MO
820,5/4/2025,1125,2076,404,1,725.46,25,MN
821,5/4/2025,1121,2075,403,2,2498.05,10,IA
822,5/4/2025,1041,2033,401,2,669,5,TX
823,5/4/2025,1007,2049,401,1,845.86,20,MO
824,5/4/2025,1146,2099,402,1,581.69,5,MN
825,5/4/2025,1165,2028,402,2,1531.06,10,IA
826,5/4/2025,1166,2052,401,0,731.26,60,TX
827,5/4/2025,1121,2016,402,0,646.04,50,MO
828,5/4/2025,1057,2032,403,2,3782.4,25,MN
829,5/4/2025,1108,2048,403,3,357.63,1,IA
830,5/4/2025,1064,2027,404,2,413.78,20,TX
831,5/4/2025,1173,2066,404,0,2580.3,17,MO
832,5/4/2025,1001,2065,403,2,376.27,25,MN
833,5/4/2025,1076,2087,401,3,796.6,10,IA
834,5/4/2025,1016,2043,403,2,2795.04,5,TX
835,5/4/2025,1070,2033,403,1,752.62,20,MO
836,5/4/2025,1038,2066,402,0,1032.12,5,MN
837,5/4/2025,1153,2051,403,1,316.76,10,IA
838,5/4/2025,1184,2003,404,2,1848.86,60,TX
839,5/4/2025,1066,2053,404,3,0,50,MO
840,5/4/2025,1188,2004,402,2,2967.2,25,MN
841,5/4/2025,1185,2091,402,3,3623.16,1,IA
842,5/4/2025,1171,2045,403,1,280.93,0,TX
843,5/4/2025,1168,2071,402,2,1968.51,20,MO
844,5/4/2025,1024,2060,402,2,326.7,17,MN
845,5/4/2025,1185,2071,402,2,984.26,25,IA
846,5/4/2025,1167,2011,402,2,327.79,10,TX
847,5/4/2025,1057,2095,403,3,2453.95,5,MO
848,5/4/2025,1084,2047,403,2,803.95,20,MN
849,5/4/2025,1118,2015,404,0,4049.82,5,IA
850,5/4/2025,1162,2074,401,3,659.5,10,TX
851,5/4/2025,1049,2064,401,3,882.12,60,MO
852,5/4/2025,1135,2038,404,0,926.51,50,MN
853,5/4/2025,1038,2017,402,2,741.92,25,IA
854,5/4/2025,1104,2072,404,1,1134.81,1,TX
855,5/4/2025,1080,2091,402,0,2717.37,20,MO
856,5/4/2025,1124,2042,402,2,0,17,MN
857,5/4/2025,1162,2007,401,3,583.39,25,IA
858,5/4/2025,1070,2026,402,1,190.4,10,TX
859,5/4/2025,1125,2097,401,1,3031.56,5,MO
860,5/4/2025,1157,2055,404,3,53.94,20,MN
861,5/4/2025,1109,2061,404,0,799.68,5,IA
862,5/4/2025,1009,2068,402,2,0,10,TX
863,5/4/2025,1003,2041,402,0,2412.63,60,MO
864,5/4/2025,1173,2000,402,1,872.38,50,MN
865,5/4/2025,1177,2044,403,1,373.64,25,IA
866,5/4/2025,1026,2049,403,1,3383.42,1,TX
867,5/4/2025,1016,2005,403,2,686.05,20,MO
868,5/4/2025,1116,2093,403,3,755.94,17,MN
869,5/4/2025,1175,2017,403,3,463.7,25,IA
870,5/4/2025,1091,2096,402,1,1209.92,10,TX
871,5/4/2025,1103,2002,402,1,779.4,5,MO
872,5/4/2025,1186,2016,402,0,646.04,20,MN
873,5/4/2025,1150,2064,402,0,294.04,5,IA
874,5/4/2025,1093,2091,401,3,2717.37,10,TX
875,5/4/2025,1163,2032,401,0,0,60,MO
876,5/4/2025,1169,2013,401,0,935.36,50,MN
877,5/4/2025,1176,2014,404,3,1231.5,25,IA
878,5/4/2025,1097,2015,403,3,2699.88,1,TX
879,5/4/2025,1179,2019,402,0,1867.86,20,MO
880,5/4/2025,1077,2053,401,2,976.24,17,MN
881,5/4/2025,1159,2077,402,3,561.83,25,IA
882,5/4/2025,1026,2065,401,2,1881.36,10,TX
883,5/4/2025,1029,2013,404,1,0,5,MO
884,5/4/2025,1155,2025,403,1,503.32,20,MN
885,5/4/2025,1091,2090,404,2,171.94,5,IA
886,5/4/2025,1041,2005,404,1,385.9,10,TX
887,5/4/2025,1176,2061,403,1,359.86,60,MO
888,5/4/2025,1000,2001,401,0,1649.4,50,MN
889,5/4/2025,1146,2085,404,1,653.81,25,IA
890,5/4/2025,1023,2099,401,0,1292.64,1,TX
891,5/4/2025,1065,2082,402,3,266.6,20,MO
892,5/4/2025,1075,2033,404,0,2508.75,17,MN
893,5/4/2025,1025,2022,401,2,1073.89,25,IA
894,5/4/2025,1092,2086,403,3,894.1,10,TX
895,5/4/2025,1189,2014,401,0,0,5,MO
896,5/4/2025,1002,2017,402,2,0,20,MN
897,5/4/2025,1091,2056,403,0,1049.44,5,IA
898,5/4/2025,1095,2043,402,0,0,10,TX
899,5/4/2025,1102,2051,404,2,93.86,60,MO
900,5/4/2025,1098,2088,404,3,0,50,MN
901,5/4/2025,1166,2021,401,1,0,25,IA
902,5/4/2025,1178,2092,401,1,867.98,1,TX
903,5/4/2025,1026,2053,404,3,1830.45,0,MO
904,5/4/2025,1046,2078,404,2,454.43,20,MN
905,5/4/2025,1156,2003,402,3,1925.9,17,IA
906,5/4/2025,1124,2014,404,3,0,25,TX
907,5/4/2025,1011,2008,403,2,106.54,10,MO
908,5/4/2025,1003,2090,402,2,57.31,5,MN
909,5/4/2025,1132,2066,401,3,1548.18,20,IA
910,5/4/2025,1169,2093,402,3,755.94,5,TX
911,5/4/2025,1088,2084,404,1,0,10,MO
912,5/4/2025,1142,2078,401,0,568.04,60,MN
913,5/4/2025,1164,2020,404,3,1879.15,50,IA
914,5/4/2025,1042,2009,404,2,53.05,25,TX
915,5/4/2025,1061,2042,403,0,167.61,1,MO
916,5/4/2025,1129,2028,404,3,2551.76,20,MN
917,5/4/2025,1060,2010,404,3,544.88,17,IA
918,5/4/2025,1146,2057,401,3,436.98,25,TX
919,5/4/2025,1114,2040,401,3,34.54,10,MO
920,5/4/2025,1190,2083,401,0,2304.48,5,MN
921,5/4/2025,1103,2052,401,0,2193.78,20,IA
922,5/4/2025,1023,2077,403,1,505.65,5,TX
923,5/4/2025,1167,2085,404,2,387.44,10,MO
924,5/4/2025,1093,2006,402,3,594,60,MN
925,5/4/2025,1084,2071,404,2,492.13,50,IA
926,5/4/2025,1183,2057,401,0,873.96,25,TX
927,5/4/2025,1194,2084,402,0,563.7,1,MO
928,5/4/2025,1087,2045,403,2,499.42,20,MN
929,5/4/2025,1179,2013,401,1,1683.65,17,IA
930,5/4/2025,1126,2017,404,0,927.4,25,TX
931,5/4/2025,1065,2078,402,1,127.81,10,MO
932,5/4/2025,1030,2050,402,3,186.78,5,MN
933,5/4/2025,1005,2024,403,0,621.35,20,IA
934,5/4/2025,1193,2053,401,0,1830.45,5,TX
935,5/4/2025,1197,2057,404,1,1179.85,10,MO
936,5/4/2025,1127,2000,401,3,969.31,60,MN
937,5/4/2025,1149,2061,402,1,359.86,50,IA
938,5/4/2025,1187,2016,401,3,2584.16,25,TX
939,5/4/2025,1168,2076,403,3,2418.21,1,MO
940,5/4/2025,1107,2077,402,2,898.93,20,MN
941,5/4/2025,1101,2043,403,3,3493.8,17,IA
942,5/4/2025,1034,2017,404,2,0,25,TX
943,5/4/2025,1179,2070,403,1,61.52,10,MO
944,5/4/2025,1051,2026,403,2,338.5,5,MN
945,5/4/2025,1172,2016,402,2,516.83,20,IA
946,5/4/2025,1181,2014,403,3,246.3,5,TX
947,5/4/2025,1149,2073,404,2,799.09,10,MO
948,5/4/2025,1108,2001,401,0,412.35,60,MN
949,5/4/2025,1097,2018,401,0,1084.52,50,IA
950,5/4/2025,1051,2034,402,2,217.87,25,TX
951,5/4/2025,1174,2032,402,0,4728,1,MO
952,5/4/2025,1176,2037,402,0,720.28,20,MN
953,5/4/2025,1091,2057,401,1,786.56,17,IA
954,5/4/2025,1190,2082,404,1,239.94,25,TX
955,5/4/2025,1130,2089,403,0,413.52,10,MO
956,5/4/2025,1097,2049,404,2,0,5,MN
957,5/4/2025,1141,2006,401,2,0,20,IA
958,5/4/2025,1051,2079,404,1,1710.97,5,TX
959,5/4/2025,1162,2090,403,1,257.9,10,MO
960,5/4/2025,1198,2092,402,2,771.54,60,MN
961,5/4/2025,1114,2022,401,1,3020.31,50,IA
962,5/4/2025,1044,2094,401,3,493.35,25,TX
963,5/4/2025,1010,2054,403,2,720.41,1,MO
964,5/4/2025,1033,2020,403,0,751.66,0,MN
965,5/4/2025,1084,2059,402,0,0,20,IA
966,5/4/2025,1039,2041,401,2,0,17,TX
967,5/4/2025,1125,2073,403,0,1997.72,25,MO
968,5/4/2025,1005,2090,403,1,193.43,10,MN
969,5/4/2025,1047,2066,401,1,464.45,5,IA
970,5/4/2025,1106,2069,404,0,464.78,20,TX
971,5/4/2025,1089,2028,402,2,0,5,MO
972,5/4/2025,1084,2046,403,1,0,10,MN
973,5/4/2025,1192,2079,404,0,950.54,60,IA
974,5/4/2025,1029,2085,403,3,726.45,50,TX
975,5/4/2025,1061,2082,402,0,533.2,25,MO
976,5/4/2025,1174,2041,404,0,804.21,1,MN
977,5/4/2025,1098,2032,403,0,0,20,IA
978,5/4/2025,1132,2098,403,3,3631.44,17,TX
979,5/4/2025,1124,2005,403,1,1157.71,25,MO
980,5/4/2025,1082,2065,401,0,1411.02,10,MN
981,5/4/2025,1042,2098,401,0,4539.3,5,IA
982,5/4/2025,1053,2085,402,3,726.45,20,TX
983,5/4/2025,1026,2026,404,0,423.12,5,MO
984,5/4/2025,1191,2087,402,0,477.96,10,MN
985,5/4/2025,1117,2091,403,0,1811.58,60,IA
986,5/4/2025,1022,2009,401,1,119.36,50,TX
987,5/4/2025,1064,2071,401,1,1107.29,25,MO
988,5/4/2025,1066,2052,404,3,5118.82,1,MN
989,5/4/2025,1161,2051,404,2,375.42,20,IA
990,5/4/2025,1004,2049,401,0,939.84,17,TX
991,5/4/2025,1164,2092,401,0,2893.26,25,MO
992,5/4/2025,1179,2009,403,0,66.31,10,MN
